dt_referencia;no_indice;nu_indice;var_diaria_perc;var_mensal_perc;var_anual_perc;var_ult_12_meses_perc;var_ult_24_meses_perc;peso_perc;duration_du;carteira_mercado_reais_mil;nu_operacoes;qt_negociada_1000_tit;vr_negociado_reais_mil;pmr;convexidade;yield;redemption_yield
2018-02-22;IRF-M;11.128,696166000000;0,0084;0,7032;2,0109;12,8977;38,8783;35,98;580.0;1.256.254.723;364;16.185,65;14.976.087,37;881.0;9,8171;7,8594;8,6817
2018-02-22;IMA-B 5;5.273,131624000000;0,0392;0,2147;1,5511;11,7869;26,5766;12,33;659.0;430.653.441;471;1.866,17;6.059.656,40;967.0;10,8720;3,8155;4,1719
2018-02-22;IMA-B 5+;6.646,922847000000;-0,0856;-0,2607;4,6749;10,5994;49,3162;16,16;2.948;564.250.005;327;959,92;3.223.613,66;5.485;209,2975;5,0066;5,0735
2018-02-22;IMA-B;5.679,091547000000;-0,0316;-0,0560;3,3434;10,8118;40,0709;28,49;1.9569999999999999;994.903.446;708;2.456,59;8.067.530,23;3.529;123,4071;4,4910;4,9421
2018-02-22;IMA-S;4.179,779986000000;0,0251;0,3590;0,9441;9,1624;24,3774;32,65;1.0;1.140.126.218;218;200,62;1.879.450,69;1.0;0,0000;--;--
2018-02-22;IRF-M 1+;12.133,443084000000;0,0078;0,8043;2,3644;13,9674;46,0037;26,13;750.0;912.502.724;288;12.227,92;11.112.410,09;1.143;13,2322;8,3557;8,8196
2018-02-22;IMA-GERAL;4.884,795676000000;0,0015;0,3616;2,1239;11,0190;34,6313;100,00;813.0;3.491.541.195;1.290;18.842,86;24.923.068,29;1.3969999999999998;40,4775;--;--
2018-02-22;IMA-GERAL ex-C;4.852,411501000000;0,0023;0,3631;2,0491;11,0571;34,7825;97,13;789.0;3.391.284.387;1.290;18.842,86;24.923.068,29;1.3619999999999999;39,8406;--;--
2018-02-23;IRF-M;11.140,648043000000;0,1074;0,8114;2,1204;12,6209;39,1924;35,98;580.0;1.257.603.902;378.0;17.700,68;15.746.245,08;881.0;9,8252;7,8344;8,6479
2018-02-23;IMA-B 5;5.278,668399000000;0,1050;0,3199;1,6577;11,5825;26,7343;12,33;658.0;431.105.626;464.0;2.742,41;8.742.303,88;966.0;10,8577;3,7854;4,1447
2018-02-23;IRF-M 1+;12.149,922616000000;0,1358;0,9412;2,5035;13,6140;46,5738;26,14;750.0;913.742.077;326.0;12.586,09;10.793.033,97;1.143;13,2424;8,3246;8,7834
2018-02-23;IMA-B 5+;6.669,211036000000;0,3353;0,0737;5,0259;10,0485;49,7442;16,20;2.9530000000000003;566.142.025;221.0;838,27;2.791.930,28;5.4879999999999995;210,0288;4,9811;5,0473
2018-02-23;IRF-M 1;9.924,251897000000;0,0319;0,4692;1,0644;9,8113;25,6339;9,84;126.0;343.861.826;52.0;5.114,58;4.953.211,11;185.0;0,7447;6,5318;6,5126
2018-02-23;IMA-C;5.681,676412000000;0,1062;0,4158;4,8035;10,1060;31,7667;2,87;1.626;100.363.305;5.0;8,53;50.884,91;2.5780000000000003;62,0072;4,3813;4,5348
2018-02-23;IMA-S;4.180,842733000000;0,0254;0,3845;0,9698;9,1374;24,3450;32,62;1.0;1.140.416.105;259.0;194,59;1.823.571,24;1.0;0,0000;--;--
2018-02-23;IMA-GERAL ex-C;4.858,110956000000;0,1175;0,4810;2,1689;10,7940;34,9752;97,13;791.0;3.395.267.658;1.2590000000000001;21.249,06;28.356.784,39;1.364;40,0390;--;--
2018-02-23;IMA-GERAL;4.890,517414000000;0,1171;0,4791;2,2436;10,7453;34,8291;100,00;815.0;3.495.630.963;1.264;21.257,58;28.407.669,30;1.399;40,6698;--;--
2018-02-23;IMA-B;5.692,472699000000;0,2356;0,1795;3,5869;10,3484;40,3708;28,53;1.9609999999999999;997.247.651;622.0;3.353,79;10.786.968,06;3.533;123,9281;4,4642;4,9163
2018-02-26;IMA-B 5+;6.704,182484000000;0,5244;0,5985;5,5766;10,8272;50,0512;16,25;2.9610000000000003;569.110.713;261.0;1.033,80;3.486.922,16;5.49;211,2868;4,9373;5,0022
2018-02-26;IRF-M 1;9.926,019732000000;0,0178;0,4871;1,0824;9,7862;25,4870;9,82;125.0;343.923.079;39.0;1.493,51;1.465.230,74;182.0;0,7374;6,5432;6,5280
2018-02-26;IMA-GERAL;4.898,758159000000;0,1685;0,6485;2,4158;10,9831;34,9337;100,00;818.0;3.501.521.261;1.193;13.679,41;22.050.265,05;1.402;41,0055;--;--
2018-02-26;IRF-M 1+;12.176,298241000000;0,2171;1,1603;2,7260;14,0441;47,3644;26,15;750.0;915.725.671;313.0;8.531,22;7.846.146,16;1.141;13,2870;8,2831;8,7185
2018-02-26;IMA-B 5;5.284,393697000000;0,1085;0,4287;1,7680;11,5932;26,7413;12,33;657.0;431.573.207;451.0;2.909,50;9.430.612,51;963.0;10,8504;3,7568;4,1063
2018-02-26;IMA-GERAL ex-C;4.866,364499000000;0,1699;0,6517;2,3425;11,0429;35,1048;97,13;794.0;3.401.035.947;1.189;13.671,97;22.010.274,48;1.367;40,3845;--;--
2018-02-26;IRF-M;11.158,762591000000;0,1626;0,9753;2,2865;12,9272;39,5739;35,97;580.0;1.259.648.750;352.0;10.024,72;9.311.376,90;879.0;9,8606;7,8081;8,5891
2018-02-26;IMA-B;5.712,087557000000;0,3446;0,5247;3,9439;10,8281;40,5275;28,58;1.9680000000000002;1.000.683.920;638.0;3.522,55;11.529.949,07;3.5380000000000003;124,8429;4,4282;4,8731
2018-02-26;IMA-C;5.688,583464000000;0,1216;0,5378;4,9309;10,0423;31,2688;2,87;1.626;100.485.314;4.0;7,44;39.990,57;2.575;62,0240;4,3660;4,5188
2018-02-26;IMA-S;4.181,895525000000;0,0252;0,4098;0,9952;9,1150;24,1866;32,58;1.0;1.140.703.277;199.0;124,70;1.168.948,51;1.0;0,0000;--;--
2018-02-27;IMA-S;4.182,903024000000;0,0241;0,4339;1,0195;9,1413;24,2165;32,58;1.0;1.140.978.094;215;150,23;1.408.498,18;1.0;0,0000;--;--
2018-02-27;IMA-C;5.689,285650000000;0,0123;0,5502;4,9439;10,0559;31,2850;2,87;1.625;100.497.718;--;--;--;2.574;61,9675;4,3656;4,5194
2018-02-27;IRF-M;11.158,145013000000;-0,0055;0,9697;2,2808;12,9210;39,5662;35,96;579.0;1.259.579.035;396;10.273,78;9.645.315,17;878.0;9,8306;7,8188;8,6067
2018-02-27;IMA-GERAL ex-C;4.867,778629000000;0,0291;0,6809;2,3723;11,0752;35,1440;97,13;794.0;3.402.024.263;1.143;12.893,58;19.216.324,93;1.367;40,4732;--;--
2018-02-27;IMA-GERAL;4.900,158203000000;0,0286;0,6772;2,4451;11,0148;34,9723;100,00;818.0;3.502.521.981;1.143;12.893,58;19.216.324,93;1.402;41,0899;--;--
2018-02-27;IRF-M 1;9.927,928417000000;0,0192;0,5065;1,1018;9,8073;25,5111;9,82;124.0;343.989.212;42;911,92;891.756,35;181.0;0,7303;6,5509;6,5407
2018-02-27;IMA-B;5.716,558285000000;0,0783;0,6034;4,0252;10,9148;40,6375;28,59;1.969;1.001.467.134;532;2.469,58;8.162.511,58;3.54;125,1249;4,4297;4,8678
2018-02-27;IMA-B 5;5.285,399006000000;0,0190;0,4478;1,7873;11,6145;26,7654;12,32;656.0;431.655.310;318;1.725,55;5.619.412,16;962.0;10,8276;3,7646;4,1117
2018-02-27;IRF-M 1+;12.174,491883000000;-0,0148;1,1453;2,7108;14,0271;47,3426;26,14;749.0;915.589.823;354;9.361,85;8.753.558,82;1.14;13,2495;8,2951;8,7357
2018-02-27;IMA-B 5+;6.712,441641000000;0,1232;0,7224;5,7067;10,9637;50,2360;16,27;2.964;569.811.824;273;1.055,92;3.572.736,67;5.492000000000001;211,7097;4,9336;4,9946
2018-02-28;IRF-M 1;9.931,340353000000;0,0344;0,5410;1,1366;9,8451;25,5543;9,82;123.0;344.107.431;58;2.568,47;2.540.912,98;180.0;0,7237;6,5345;6,5206
2018-02-28;IMA-B;5.713,443924000000;-0,0545;0,5486;3,9685;10,8544;40,5608;28,57;1.964;1.000.921.538;588;2.421,49;8.070.650,35;3.534;124,5823;4,4301;4,8792
2018-02-28;IRF-M 1+;12.194,913161000000;0,1677;1,3150;2,8830;14,2184;47,5897;26,17;749.0;917.125.617;337;12.374,95;11.180.001,68;1.139;13,2545;8,2485;8,6873
2018-02-28;IRF-M;11.172,797304000000;0,1313;1,1023;2,4151;13,0693;39,7495;36,00;578.0;1.261.233.048;395;14.943,42;13.720.914,66;878.0;9,8357;7,7808;8,5610
2018-02-28;IMA-B 5;5.290,205794000000;0,0909;0,5392;1,8799;11,7160;26,8807;12,33;656.0;432.047.878;307;1.709,30;5.596.934,70;962.0;10,8153;3,7494;4,0885
2018-02-28;IMA-GERAL ex-C;4.869,758672000000;0,0407;0,7219;2,4139;11,1204;35,1990;97,13;792.0;3.403.408.088;1.223;17.538,43;23.419.045,51;1.365;40,2838;--;--
2018-02-28;IMA-GERAL;4.902,064303000000;0,0389;0,7164;2,4850;11,0580;35,0248;100,00;816.0;3.503.884.418;1.223;17.538,43;23.419.045,51;1.4;40,9027;--;--
2018-02-28;IMA-B 5+;6.701,389983000000;-0,1646;0,5566;5,5326;10,7810;49,9887;16,24;2.958;568.873.661;361;1.140,89;3.890.764,00;5.4879999999999995;210,9860;4,9471;5,0124
2018-02-28;IMA-C;5.688,074869000000;-0,0213;0,5288;4,9216;10,0324;31,2571;2,87;1.6230000000000002;100.476.330;--;--;--;2.573;61,8659;4,3673;4,5262
2018-02-28;IMA-S;4.183,912686000000;0,0241;0,4582;1,0439;9,1676;24,2465;32,57;1.0;1.141.253.502;240;173,52;1.627.480,50;1.0;0,0000;--;--
2018-03-01;IMA-B 5+;6.708,402531000000;0,1046;0,1046;5,6431;10,5601;49,4815;16,25;2.9589999999999996;569.468.948;361;1.140,89;3.890.764,00;5.489;211,2296;4,9435;5,0063
2018-03-01;IMA-B;5.718,138768000000;0,0822;0,0822;4,0540;10,6548;40,0348;28,58;1.965;1.001.744.014;588;2.421,49;8.070.650,35;3.535;124,7379;4,4259;4,8732
2018-03-01;IRF-M;11.176,339769000000;0,0317;0,0317;2,4476;12,9163;38,9680;35,99;577.0;1.261.632.937;395;14.943,42;13.720.914,66;877.0;9,8153;7,7797;8,5614
2018-03-01;IMA-C;5.689,504848000000;0,0251;0,0251;4,9479;9,8015;30,5169;2,87;1.6219999999999999;100.501.590;--;--;--;2.571;61,8025;4,3633;4,5256
2018-03-01;IMA-B 5;5.292,987600000000;0,0526;0,0526;1,9335;11,5771;26,3421;12,33;655.0;432.275.066;307;1.709,30;5.596.934,70;961.0;10,7958;3,7440;4,0804
2018-03-01;IRF-M 1;9.934,043007000000;0,0272;0,0272;1,1641;9,8112;25,3745;9,82;122.0;344.201.074;58;2.568,47;2.540.912,98;179.0;0,7168;6,5348;6,5159
2018-03-01;IMA-GERAL;4.904,220761000000;0,0440;0,0440;2,5301;10,9262;34,5225;100,00;816.0;3.505.425.805;1.223;17.538,43;23.419.045,51;1.4;40,9508;--;--
2018-03-01;IMA-S;4.184,989640000000;0,0257;0,0257;1,0699;9,1459;24,1520;32,57;1.0;1.141.547.264;395;825,21;7.743.043,19;1.0;0,0000;--;--
2018-03-01;IRF-M 1+;12.198,985269000000;0,0334;0,0334;2,9174;14,0228;46,2404;26,17;748.0;917.431.862;337;12.374,95;11.180.001,68;1.138;13,2289;8,2468;8,6871
2018-03-01;IMA-GERAL ex-C;4.871,928019000000;0,0445;0,0445;2,4595;10,9923;34,7066;97,13;792.0;3.404.924.215;1.223;17.538,43;23.419.045,51;1.365;40,3354;--;--
2018-03-02;IMA-GERAL;4.909,216408000000;0,1019;0,1459;2,6345;11,2102;34,3559;100,00;825.0;3.495.697.280;1.437;15.704,73;26.912.913,39;1.4140000000000001;41,2019;--;--
2018-03-02;IRF-M 1;9.938,306965000000;0,0429;0,0701;1,2075;9,8194;25,3662;9,88;122.0;345.422.970;54;1.040,45;1.010.066,22;178.0;0,7109;6,5066;6,4763
2018-03-02;IMA-S;4.186,043073000000;0,0252;0,0509;1,0953;9,1236;24,1256;31,48;1.0;1.100.474.932;280;458,36;4.300.447,33;1.0;0,0000;--;--
2018-03-02;IMA-B;5.723,884306000000;0,1005;0,1827;4,1585;11,1342;39,6054;28,69;1.964;1.002.750.558;718;3.452,72;11.354.478,78;3.533;124,6645;4,4081;4,8644
2018-03-02;IRF-M 1+;12.225,866794000000;0,2204;0,2538;3,1442;14,5308;46,0754;27,08;749.0;946.505.496;385;10.753,20;10.247.921,06;1.141;13,2815;8,1785;8,6234
2018-03-02;IRF-M;11.195,658744000000;0,1729;0,2046;2,6247;13,2917;38,9223;36,96;581.0;1.291.928.465;439;11.793,65;11.257.987,29;884.0;9,9205;7,7315;8,5035
2018-03-02;IMA-C;5.692,020528000000;0,0442;0,0694;4,9943;10,0973;30,2031;2,88;1.62;100.543.324;--;--;--;2.57;61,7195;4,3532;4,5236
2018-03-02;IMA-B 5;5.299,686406000000;0,1266;0,1792;2,0625;11,7655;26,3783;12,38;654.0;432.822.153;444;2.924,22;9.554.320,61;960.0;10,7868;3,7116;4,0429
2018-03-02;IMA-GERAL ex-C;4.876,973993000000;0,1036;0,1482;2,5656;11,2753;34,5453;97,12;802.0;3.395.153.956;1.437;15.704,73;26.912.913,39;1.38;40,5943;--;--
2018-03-02;IMA-B 5+;6.713,814977000000;0,0807;0,1854;5,7283;11,1751;48,6898;16,30;2.958;569.928.405;420;948,21;3.189.347,52;5.487;211,1469;4,9371;5,0023
2018-03-05;IMA-S;4.187,113650000000;0,0256;0,0765;1,1212;9,1016;24,0319;31,45;1.0;1.100.756.377;255;188,59;1.770.224,17;1.0;0,0000;--;--
2018-03-05;IMA-GERAL;4.915,005459000000;0,1179;0,2640;2,7555;11,1120;33,0517;100,00;825.0;3.499.819.479;1.709;25.367,42;35.653.532,51;1.413;41,2634;--;--
2018-03-05;IMA-GERAL ex-C;4.882,756083000000;0,1186;0,2669;2,6872;11,1782;33,2622;97,12;802.0;3.399.179.215;1.709;25.367,42;35.653.532,51;1.379;40,6591;--;--
2018-03-05;IMA-C;5.697,508550000000;0,0964;0,1659;5,0956;9,9656;28,3914;2,88;1.619;100.640.264;--;--;--;2.5660000000000003;61,6727;4,3352;4,5132
2018-03-05;IRF-M 1+;12.252,426678000000;0,2172;0,4716;3,3683;14,3457;44,2658;27,10;749.0;948.561.716;552;14.193,09;12.670.658,82;1.139;13,2940;8,1124;8,5571
2018-03-05;IMA-B 5;5.305,317370000000;0,1063;0,2857;2,1709;11,6419;26,5064;12,38;653.0;433.282.031;595;3.774,16;12.368.537,84;957.0;10,7743;3,6831;4,0133
2018-03-05;IMA-B 5+;6.726,427747000000;0,1879;0,3736;5,9269;11,0907;43,5951;16,32;2.96;570.999.089;524;1.692,72;5.676.603,84;5.485;211,3587;4,9223;4,9888
2018-03-05;IMA-B;5.732,621033000000;0,1526;0,3356;4,3175;11,0279;36,7285;28,70;1.965;1.004.281.120;834;4.477,52;14.765.445,03;3.532;124,8196;4,3877;4,8489
2018-03-05;IRF-M;11.214,838460000000;0,1713;0,3763;2,8005;13,1449;37,9731;36,98;581.0;1.294.141.718;620;20.701,30;19.117.863,31;881.0;9,9322;7,6735;8,4394
2018-03-05;IRF-M 1;9.942,825006000000;0,0455;0,1156;1,2536;9,7946;25,2888;9,87;121.0;345.580.002;68;6.508,21;6.447.204,49;175.0;0,7047;6,4687;6,4306
2018-03-06;IRF-M;11.220,776333000000;0,0529;0,4294;2,8549;13,0712;38,0461;36,98;580.0;1.294.826.922;899;8.360,11;7.721.153,06;880.0;9,9145;7,6610;8,4295
2018-03-06;IMA-B 5;5.308,109239000000;0,0526;0,3384;2,2247;11,6259;26,5729;12,38;652.0;433.510.041;405;3.196,86;10.470.010,41;956.0;10,7521;3,6676;4,0051
2018-03-06;IMA-B 5+;6.728,319937000000;0,0281;0,4019;5,9567;11,0581;43,6355;16,31;2.958;571.159.715;332;1.501,76;5.032.243,58;5.483;211,2091;4,9214;4,9895
2018-03-06;IMA-GERAL;4.917,032672000000;0,0412;0,3053;2,7979;11,0757;33,1066;100,00;825.0;3.501.262.993;1.705;12.305,08;21.383.392,90;1.413;41,2256;--;--
2018-03-06;IMA-C;5.702,443771000000;0,0866;0,2526;5,1866;10,0874;28,5026;2,88;1.618;100.727.439;--;--;--;2.565;61,6411;4,3232;4,5045
2018-03-06;IMA-S;4.188,188233000000;0,0257;0,1022;1,1472;9,0797;24,0638;31,45;1.0;1.101.038.876;192;108,81;1.021.550,00;1.0;0,0000;--;--
2018-03-06;IMA-GERAL ex-C;4.884,704398000000;0,0399;0,3069;2,7282;11,1362;33,3154;97,12;801.0;3.400.535.554;1.705;12.305,08;21.383.392,90;1.3780000000000001;40,6209;--;--
2018-03-06;IMA-B;5.734,839439000000;0,0387;0,3745;4,3579;11,0036;36,7814;28,69;1.963;1.004.669.756;614;3.836,16;12.640.689,84;3.53;124,7129;4,3804;4,8483
2018-03-06;IRF-M 1;9.945,451825000000;0,0264;0,1421;1,2803;9,7628;25,3219;9,87;120.0;345.671.301;42;625,02;602.507,52;174.0;0,6979;6,4643;6,4268
2018-03-06;IRF-M 1+;12.260,098047000000;0,0626;0,5345;3,4330;14,2582;44,3562;27,11;748.0;949.155.620;857;7.735,10;7.118.645,54;1.138;13,2710;8,0968;8,5461
2018-03-07;IMA-GERAL;4.917,503455000000;0,0096;0,3150;2,8077;11,0675;33,6108;100,00;823.0;3.501.598.223;1.739;22.320,96;31.739.117,93;1.411;41,1384;--;--
2018-03-07;IMA-B 5+;6.725,725383000000;-0,0386;0,3631;5,9159;10,9821;45,2656;16,31;2.955;570.939.466;430;1.791,43;6.001.081,33;5.481;210,8708;4,9268;4,9960
2018-03-07;IMA-S;4.189,266546000000;0,0257;0,1280;1,1732;9,0580;24,0366;31,45;1.0;1.101.322.355;300;227,28;2.134.288,72;1.0;0,0000;--;--
2018-03-07;IMA-C;5.706,555396000000;0,0721;0,3249;5,2624;10,1567;29,4797;2,88;1.617;100.800.067;--;--;--;2.5639999999999996;61,6119;4,3157;4,4981
2018-03-07;IMA-B;5.734,784268000000;-0,0010;0,3735;4,3569;10,9551;37,9058;28,69;1.9609999999999999;1.004.660.091;760;3.805,39;12.609.566,82;3.5269999999999997;124,4694;4,3826;4,8530
2018-03-07;IRF-M 1+;12.258,593099000000;-0,0123;0,5222;3,4203;14,3020;45,0898;27,10;746.0;949.039.110;546;12.747,44;11.681.574,13;1.136;13,2251;8,1004;8,5618
2018-03-07;IRF-M 1;9.948,481432000000;0,0305;0,1726;1,3112;9,7507;25,3217;9,87;119.0;345.776.601;133;5.540,85;5.313.688,26;173.0;0,6913;6,4526;6,4138
2018-03-07;IMA-GERAL ex-C;4.885,081614000000;0,0077;0,3147;2,7361;11,1257;33,8005;97,12;800.0;3.400.798.157;1.739;22.320,96;31.739.117,93;1.3769999999999998;40,5315;--;--
2018-03-07;IMA-B 5;5.310,687725000000;0,0486;0,3872;2,2744;11,6034;26,9817;12,39;651.0;433.720.624;506;3.021,23;9.949.188,96;955.0;10,7326;3,6663;3,9985
2018-03-07;IRF-M;11.220,679178000000;-0,0009;0,4286;2,8540;13,1013;38,4234;36,98;579.0;1.294.815.711;679;18.288,29;16.995.262,39;879.0;9,8780;7,6603;8,4443
2018-03-08;IMA-C;5.707,093182000000;0,0094;0,3344;5,2724;10,3568;28,8315;2,88;1.6159999999999999;100.809.566;--;--;--;2.563;61,5408;4,3179;4,5018
2018-03-08;IMA-B;5.736,173273000000;0,0242;0,3978;4,3822;11,2050;36,7040;28,69;1.959;1.004.903.426;610;4.081,38;13.487.246,13;3.5260000000000002;124,3924;4,3869;4,8544
2018-03-08;IMA-GERAL ex-C;4.886,289560000000;0,0247;0,3395;2,7615;11,2701;33,2405;97,12;799.0;3.401.639.080;1.317;21.548,51;30.869.456,13;1.376;40,4964;--;--
2018-03-08;IMA-S;4.190,343237000000;0,0257;0,1537;1,1992;9,0363;24,0039;31,45;1.0;1.101.605.408;224;135,10;1.269.022,06;1.0;0,0000;--;--
2018-03-08;IMA-B 5+;6.727,024522000000;0,0193;0,3825;5,9363;11,3305;43,3099;16,30;2.9539999999999997;571.049.749;237;1.273,52;4.303.092,31;5.48;210,7616;4,9282;4,9975
2018-03-08;IMA-B 5;5.312,316894000000;0,0307;0,4180;2,3057;11,6499;26,8282;12,39;650.0;433.853.678;455;3.563,06;11.692.666,42;954.0;10,7109;3,6744;3,9990
2018-03-08;IRF-M 1;9.950,815556000000;0,0235;0,1961;1,3349;9,7366;25,2592;9,87;118.0;345.857.727;224;8.554,31;8.310.972,52;172.0;0,6844;6,4536;6,4166
2018-03-08;IRF-M;11.223,404894000000;0,0243;0,4530;2,8790;13,2958;37,9573;36,98;577.0;1.295.130.246;483;17.332,03;16.113.187,94;877.0;9,8459;7,6535;8,4472
2018-03-08;IRF-M 1+;12.261,608005000000;0,0246;0,5469;3,4457;14,5694;44,2660;27,10;745.0;949.272.519;259;8.777,72;7.802.215,42;1.1340000000000001;13,1837;8,0907;8,5640
2018-03-08;IMA-GERAL;4.918,697755000000;0,0243;0,3393;2,8327;11,2140;33,0475;100,00;823.0;3.502.448.647;1.317;21.548,51;30.869.456,13;1.41;41,1021;--;--
2018-03-09;IMA-S;4.191,417370000000;0,0256;0,1794;1,2251;9,0143;23,9711;31,46;1.0;1.101.887.788;189;134,54;1.264.063,87;1.0;0,0000;--;--
2018-03-09;IMA-C;5.693,630376000000;-0,2359;0,0977;5,0240;10,2167;27,8559;2,87;1.6119999999999999;100.571.760;--;--;--;2.56;61,2758;4,3515;4,5451
2018-03-09;IMA-GERAL;4.918,660365000000;-0,0008;0,3386;2,8319;11,3102;32,5236;100,00;821.0;3.502.422.022;1.122;33.855,81;40.705.361,21;1.4080000000000001;40,9718;--;--
2018-03-09;IMA-B;5.734,346193000000;-0,0319;0,3658;4,3489;11,3824;35,8271;28,68;1.956;1.004.583.346;550;3.122,99;10.296.173,18;3.523;124,0446;4,3878;4,8621
2018-03-09;IMA-GERAL ex-C;4.886,592912000000;0,0062;0,3457;2,7679;11,3732;32,7322;97,13;797.0;3.401.850.262;1.122;33.855,81;40.705.361,21;1.374;40,3716;--;--
2018-03-09;IMA-B 5;5.313,603055000000;0,0242;0,4423;2,3305;11,6702;26,6871;12,39;649.0;433.958.718;340;2.561,77;8.383.434,34;953.0;10,6884;3,6695;3,9990
2018-03-09;IRF-M;11.225,561665000000;0,0192;0,4723;2,8988;13,4379;37,3655;36,99;576.0;1.295.379.127;383;30.598,28;29.145.124,16;876.0;9,8233;7,6519;8,4532
2018-03-09;IRF-M 1+;12.263,597472000000;0,0162;0,5632;3,4625;14,7660;43,2403;27,11;744.0;949.426.540;268;12.492,00;11.213.820,40;1.133;13,1557;8,0911;8,5698
2018-03-09;IRF-M 1;9.953,544826000000;0,0274;0,2236;1,3627;9,7226;25,1695;9,88;117.0;345.952.588;115;18.106,29;17.931.303,76;171.0;0,6777;6,4466;6,4103
2018-03-09;IMA-B 5+;6.722,016556000000;-0,0744;0,3078;5,8575;11,5693;41,9042;16,29;2.95;570.624.628;276;773,69;2.619.032,90;5.477;210,2517;4,9341;5,0065
2018-03-12;IMA-B;5.734,483754000000;0,0024;0,3683;4,3514;10,7750;34,2125;28,68;1.955;1.004.607.445;463;2.888,72;9.525.902,60;3.5189999999999997;123,9095;4,3959;4,8663
2018-03-12;IMA-B 5+;6.722,253918000000;0,0035;0,3113;5,8612;10,7312;39,6750;16,29;2.948;570.644.777;190;754,06;2.545.071,17;5.473;210,0302;4,9357;5,0093
2018-03-12;IMA-B 5;5.313,651417000000;0,0009;0,4432;2,3314;11,5300;25,9620;12,39;648.0;433.962.667;337;2.527,62;8.288.358,27;950.0;10,6639;3,6861;4,0114
2018-03-12;IRF-M;11.230,951143000000;0,0480;0,5205;2,9482;12,9434;36,6893;36,99;575.0;1.296.001.049;285;12.761,37;11.849.987,30;873.0;9,8066;7,6439;8,4458
2018-03-12;IMA-S;4.192,494124000000;0,0257;0,2051;1,2511;8,9927;23,8754;31,46;1.0;1.102.170.858;210;81,09;762.145,56;1.0;0,0000;--;--
2018-03-12;IRF-M 1;9.956,071137000000;0,0254;0,2490;1,3884;9,6414;25,0164;9,88;116.0;346.040.394;52;4.239,65;4.198.193,58;168.0;0,6710;6,4431;6,4086
2018-03-12;IMA-GERAL ex-C;4.887,927504000000;0,0273;0,3731;2,7960;10,9918;31,9379;97,13;797.0;3.402.779.352;958;15.731,18;22.138.035,46;1.3719999999999999;40,3170;--;--
2018-03-12;IMA-GERAL;4.919,788386000000;0,0229;0,3616;2,8555;10,9222;31,7082;100,00;820.0;3.503.225.250;958;15.731,18;22.138.035,46;1.406;40,9134;--;--
2018-03-12;IRF-M 1+;12.270,496556000000;0,0563;0,6198;3,5207;14,1276;42,1008;27,12;743.0;949.960.655;233;8.521,72;7.651.793,72;1.13;13,1344;8,0813;8,5612
2018-03-12;IMA-C;5.686,504998000000;-0,1251;-0,0276;4,8926;9,6178;26,4921;2,87;1.61;100.445.898;--;--;--;2.557;61,1165;4,4018;4,5860
2018-03-13;IRF-M 1;9.958,277911000000;0,0222;0,2712;1,4109;9,6017;25,0442;9,87;115.0;346.117.094;87;4.069,90;4.036.103,89;167.0;0,6642;6,4458;6,4144
2018-03-13;IRF-M;11.246,232745000000;0,1361;0,6573;3,0883;12,9613;36,8753;37,01;575.0;1.297.764.477;310;10.772,27;10.127.099,23;873.0;9,8267;7,6194;8,3982
2018-03-13;IMA-GERAL ex-C;4.893,089191000000;0,1056;0,4791;2,9045;11,0050;32,0773;97,14;797.0;3.406.372.711;962;13.013,99;18.381.665,81;1.3730000000000002;40,4005;--;--
2018-03-13;IMA-B 5;5.318,416199000000;0,0897;0,5333;2,4232;11,5344;26,0749;12,39;647.0;434.351.804;276;1.767,12;5.775.415,42;950.0;10,6518;3,6699;3,9881
2018-03-13;IMA-S;4.193,566258000000;0,0256;0,2307;1,2770;8,9709;23,9071;31,44;1.0;1.102.452.713;188;143,32;1.347.449,36;1.0;0,0000;--;--
2018-03-13;IMA-B;5.743,320462000000;0,1541;0,5229;4,5122;10,8252;34,4194;28,69;1.956;1.006.155.522;464;2.098,41;6.907.117,22;3.52;124,1027;4,3792;4,8505
2018-03-13;IMA-C;5.680,165870000000;-0,1115;-0,1390;4,7757;9,4134;26,3510;2,86;1.607;100.333.925;--;--;--;2.5540000000000003;60,9213;4,4174;4,6115
2018-03-13;IRF-M 1+;12.292,283760000000;0,1776;0,7985;3,7045;14,1695;42,3531;27,14;743.0;951.647.383;223;6.702,36;6.090.995,35;1.13;13,1591;8,0462;8,5095
2018-03-13;IMA-GERAL;4.924,677504000000;0,0994;0,4613;2,9577;10,9293;31,8390;100,00;820.0;3.506.706.636;962;13.013,99;18.381.665,81;1.4069999999999998;40,9877;--;--
2018-03-13;IMA-B 5+;6.735,906351000000;0,2031;0,5151;6,0762;10,8229;39,9587;16,31;2.949;571.803.717;271;727,18;2.450.579,08;5.473;210,2819;4,9180;4,9943
2018-03-14;IRF-M 1+;12.287,658205000000;-0,0376;0,7605;3,6655;14,4914;42,3733;27,12;742.0;951.289.280;261;7.372,64;6.535.562,76;1.13;13,1429;8,0842;8,5357
2018-03-14;IMA-S;4.194,646341000000;0,0258;0,2565;1,3031;8,9492;23,8756;31,43;1.0;1.102.736.657;238;154,10;1.448.989,69;1.0;0,0000;--;--
2018-03-14;IMA-GERAL;4.926,538082000000;0,0378;0,4993;2,9966;11,2237;32,1565;100,00;821.0;3.508.031.495;1.130;16.639,63;22.231.456,76;1.4069999999999998;41,0567;--;--
